source,description,goal,compute,data_handling,network,security_compliance,management_monitoring,cloud_service_essentials,ambiguity_type,ambuiguity,comments
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Bidder should provide a 24*7 operated contact number which will be used by NRC / Department or its authorized agency to raise any issues related to the services provided by the bidder,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,CSP should provide training to NRC nominated minimum 3 officials/personnel on usage of the Console and any other technical aspect for monitoring of NRC project.,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,ISO 27001 - Data Center and the cloud services should be certified for the latest version of the standards,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,ISO/IEC 27017:2015-Code of practice for information security controls based on ISO/IEC 27002 for cloud services and Information technology,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,ISO 20000-9-Guidance on the application of ISO/IEC 20000-1 to cloud services,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"PCI DSS - compliant technology infrastructure for storing, processing, and transmitting credit card information in the cloud – This standard is required if the transactions involve credit card payments",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The CSP/Bidder shall comply or meet any security requirements applicable to CSPs/bidders published (or to be published) by Ministry of Electronics Information and Technology (MeitY), Government of India or any standards body setup / recognized by Government of India from time to time and notified to the CSP/Bidder by MeitY as a mandatory standard",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The CSP/Bidder shall meet all the security requirements indicated in the IT Act 2000 the terms and conditions of the Provisional Empanelment of the Cloud Service Providers and shall comply to the audit criteria defined by STQC,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The bidder shall submit the respective certificates issued by the authorized agency/persons.,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,CSP / Bidder to conduct vulnerability assessment scanning of the Portal/Website for every 1 hour till the website is LIVE for rendering services,1,0,0,0,1,1,0,2,1,Continously every every or once every hour?
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The CSP/Bidder shall ensure that all the storage blocks or multiple copies of data if any are unallocated or zeroed out by the CSPs so that data cannot be recovered,1,0,1,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"If due to some regulatory reasons if it is required to securely decommission data, Department can implement data encryption at rest using Departments managed keys, which are not stored in the cloud",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Then Department may delete the key used to protect the decommissioned data, making it irrecoverable",1,0,0,0,1,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The CSP/Bidder shall report forthwith in writing of information security breaches to the Department by unauthorized persons (including unauthorized persons who are employees of any Party) either to gain access to or interfere with the Project's Data, facilities or Confidential Information",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The CSP undertakes to treat information passed on to them under this Agreement as classified,1,0,0,0,1,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Such Information will not be communicated / published / advertised by the CSP to any person/organization without the express permission of the Department,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The Bidder shall execute non-disclosure agreements with the Department with respect to this Project,1,0,0,0,0,0,1,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"For the avoidance of doubt, it is expressly clarified that the aforesaid provisions shall not apply to the following information",0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,information already available in the public domain,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,information which has been developed independently by the Service Provider,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,information which has been received from a third party who had the right to disclose the aforesaid information,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The location of the data (text, audio, video, image files, drawing files, GIS files, pdf, and any compressed data and software (including machine images), that are provided to the CSP for processing, storage or hosting by the CSP services in connection with the Department account and any computational results that Department or any end user derives from the foregoing through their use of the CSP’s services) shall be as per the terms and conditions of the Empanelment of the Cloud Service Provider.",1,1,1,0,0,0,1,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Department must be able to access and retrieve such data in a CSP environment in a timely fashion for normalwork purposes.,1,0,0,0,0,0,1,1,1,"""timely"""
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The onus shall be on the Cloud Service Provider to perform all due diligence before releasing any such information to any such law enforcement agency.,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Department shall include the following clauses in the Agreement,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The Cloud Service Provider’s services offerings shall comply with the audit requirements defined under the terms and conditions of the Provisional Empanelment of the Cloud Service Providers (or STQC /MEITY guidelines as and when published),1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The Audit, Access and Reporting Requirements should be as per the terms and conditions of the Provisional Empanelment of the Cloud Service Provider",1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The proposed architecture for the cloud service should be capable of auto scaling without any manual intervention for all the resources including but not limited to vCPU, vRAM, Bandwidth, storage etc",1,1,1,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The proposed architecture should Auto scale the cloud workload to meet high / unpredictable demands,1,1,0,0,0,0,0,1,1,"""high demand"""
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"In this context, provisioning of Load Balancing, amongst others must be an integral part of the proposed architecture / solution",1,1,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Auto-scaling to be done based on defined rules and parameters e.g., CPU utilization and memory usage",1,1,0,0,0,0,0,0,0,point 1
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Scaling should be done both vertically – by increasing the amount of memory available to each instance – or horizontally – by creating additional instances,1,1,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The Cloud platform should provide a way to track the billing based on utilization and service levels in a Dashboard,1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The architecture should have the inherent feature capability to auto scale the deployed application in the scaled up resources.,1,1,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"View into the performance and availability of the cloud services being used, as well as alerts that are automatically triggered by changes in the health of those services",1,0,0,0,0,1,1,5,1,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Event-based alerts, to provide proactive notifications of scheduled activities, such as any changes to the infrastructure powering the cloud resources",1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"System-wide visibility into resource utilization, application performance, and operational health through proactive monitoring (collect and track metrics, collect and monitor log files, and set alarms) of the cloud resources",1,0,0,0,0,1,0,1,1,"""Metrics"""
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Review of auto-scaling rules and limits,1,1,0,0,0,0,1,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Logs of all user activity within an account,1,0,0,0,0,1,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The recorded information should include the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the cloud service",1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"This is required to enable security analysis, resource change tracking, and compliance auditing",1,0,0,0,1,1,0,5,1,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Ability to discover all of the provisioned resources and view the configuration of each,1,0,0,0,0,1,0,5,1,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Notifications should be triggered each time a configuration changes, and Department or its nominated Agencies should be given the ability to dig into the configuration history to perform incident analysis",1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Monitoring of cloud resources with alerts to customers on security configuration gaps such as overly permissive access to certain compute instance ports and storage buckets, minimal use of role segregation using Identity and Access Management (IAM), and weak password policies",1,0,0,0,1,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Automated security assessment service that helps improve the security and compliance of applications deployed on cloud by automatically assessing applications for vulnerabilities or deviations from best practices,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"After performing an assessment, the tools should produce a detailed list of security findings prioritized by level of severity.",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,It is the prime responsibility of CSP to ensure continuity of service at all times of the Agreement including exit management period (may be one month),1,0,0,0,0,0,1,3,1,The predicate logic of saying maybe one month is amgiguos
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"However, the elapse of the time shall be excused and in no way any facility/services shall be affected/degraded",0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The responsibilities of Service Provider with respect to Exit Management / Transition-Out services on cloud include,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Provide necessary handholding and transition support to ensure the continuity and performance of the Services to the complete satisfaction of Department,1,0,0,0,0,1,1,5,1,The complete satisfaction depends on the context
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Support Department in migration of the data, content and any other assets to the existing or new environment created by Department or any Agency (on behalf of Department) or on alternate cloud service provider’s or offerings to enable successful deployment and running of the Department’s applications on the new infrastructure by providing a mechanism to Department for the bulk retrieval of all data, scripts, software, images, and so forth to enable mirroring or copying to Department supplied industry standard media",1,0,0,0,0,1,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The format of the data transmitted from the cloud service provider to Department should leverage standard data formats (e.g., OVF, VHD…) whenever possible to ease and enhance portability",0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The format will be finalized by Department,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The ownership of the data generated upon usage of the system, at any point of time during the contract or expiry or termination of the contract, shall rest absolutely with Department",0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Ensure that all the documentation required by Department for smooth transition including configuration documents are kept up to date and all such documentation is handed over to Department during regular intervals as well as during the exit management process,1,0,0,0,0,0,1,1,1,"""Regular"" refering to intervals"
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Shall not delete/ purge any data at the end of the without the express approval of Department,0,0,0,0,0,0,0,4,1,Phrase is incorrect
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Once the exit process is completed, remove the Department data, content and other assets from the cloud environment and certify that the VM, Content and data destruction to Department as per stipulations and shall ensure that the data cannot be forensically recovered",1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"In this regard, department may seek an undertaking from the CSP",0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,There shall not be any additional cost associated with the Exit / Transitionout process.,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The bidder will be responsible for provisioning of requisite network infrastructure (including switches, router, firewalls, and load balancers) to ensure accessibility of the servers as per defined SLA’s",1,1,0,1,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The CSP/Bidder facilities/services need to be certified / compliant to the following standards based on the project requirements,0,0,0,0,0,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"Electronic discovery (e-discovery) is the process of locating, preserving, collecting, processing, reviewing, and producing Electronically Stored Information (ESI) in the context of or criminal cases/proceedings or investigation",0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,The Law Enforcement Agency as mandated under any law for the time being in force may seek access to information stored on cloud as provided by the Service Provider,0,0,0,0,0,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Department shall ensure that the Cloud Service Provider’s services offerings are audited and certified by STQC/MeitY,1,0,0,0,1,0,0,0,0,
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"The CSP shall implement the audit & compliance features to enable Department or its nominated agency to monitor the provisioned resources, performance, resource utilization, and security compliance",1,0,0,0,1,0,0,5,1,doubt
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,Continuity and performance of the Services at all times including the duration of the Agreement and post expiry of the Agreement is a critical requirement of Department,1,0,0,0,0,0,1,1,1,"""Continuity"", ""Performance"""
https://nrcassam.nic.in/pdf/RFP%20for%20Selection%20of%20Cloud%20Service%20Provider.pdf,"CSP/Bidder to notify the agency promptly in the event of security incidents or intrusions, or requests from foreign government agencies for access to the data, to enable the agency to manage these events proactively",1,0,0,0,1,1,0,1,1,"promptly"""
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bank of India intends to implement the following services in proposed private cloud environment for domestic segment which should be further extended on public cloud environment for use of Bank internal department and users,1,0,0,0,0,0,1,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bank is looking at automating the VM provisioning process considering various scenarios mentioned below,1,1,0,0,0,0,0,5,1,doubt
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"The Bidder & Private Cloud solution OEM has to deliver following use-cases while building the Private Cloud setup for Bank of India in stipulated time frame: VM provisioning at single site, VM provisioning across Multi site as, DC/DR/Public Cloud/Hybrid Cloud, Multiple virtual machines of same configuration across single and multiple sites in single request for High availability",1,0,0,0,0,0,1,1,1,"""High Availability"""
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,All the above workflows should be cloud agnostic,0,0,0,0,0,0,0,5,1,doubt
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"Same Request form should be used for deployment, Single console – Single Form for deployment on any platform",0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"User should be able to choose combination of OS, Application, T-shirt size and Platform while deploying",1,1,0,0,0,0,0,3,1,What has t-shirt size have to do with the deployment
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bidder & Private Cloud solution OEM has to ensure there is integration with ITSM Tool (BMC) so that it aligns with Bank of India ITIL process for Infrastructure provisioning,1,0,0,0,0,1,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,Approval workflow should also be enabled within Automation & orchestration tool,0,0,0,0,0,0,0,5,1,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The proposed Tool should have option for auto approval for standard process as per Bank’s requirements,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"The Bidder & Private Cloud solution OEM has to ensure all the necessary integration with virtualization layer, network layer, storage layer & backup layer is done and workflows are created accordingly",1,1,1,1,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The bidder has to support any customizations done on the automation and orchestration for the defined period of project,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bidder & Private Cloud solution OEM has to ensure availability of lease policy while creating virtual machine to ensure auto deletion of orphan VM happens after stipulated timeframe,1,1,0,0,0,0,0,5,1,doubt
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The VM servers wherever clustering is required for OS level cluster formation the same has to provision to workflow only,0,0,0,0,0,0,0,4,1,Sentence grammatically incorrect
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bank is looking at automating day-2 operations for virtual machines and it should be delivered to users via self-service portal without any manual intervention,1,1,0,0,0,1,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bidder & Private Cloud solution OEM has to deliver following use-case while building the Private Cloud setup for Bank of India in stipulated time frame so that users can request following day-2 operations without any manual intervention,0,0,0,0,0,0,0,5,1,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"Cloning of VM - make sure new IP address, Hostname and SID is created for the clone automatically",1,1,0,0,0,0,0,4,1,Is created causes ambiguity... so are we talking only about SID
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"Resizing of VM as, addition/removal of vCPUs, Addition/removal of Memory, Addition/removal of storage",1,1,0,0,0,0,0,5,1,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bidder & Private Cloud solution OEM has to ensure that all the Day 2 operations happen via approval process where ever required,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bidder & Private Cloud solution OEM has to ensure that existing private cloud VM are also on-boarded on new platform and day-2 operations are enabled,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"The Bidder & Private Cloud solution OEM has to ensure that necessary integration at virtualization, Storage or network layer is done and operations are smooth",1,0,1,1,0,0,0,1,1,"""Smooth"""
